# CIDR,network(start) address,end address,prefix,subnet mask
185.161.84.0/22,185.161.84.0,185.161.87.255,22,255.255.252.0
185.161.249.0/24,185.161.249.0,185.161.249.255,24,255.255.255.0
185.162.128.0/22,185.162.128.0,185.162.131.255,22,255.255.252.0
185.164.163.0/24,185.164.163.0,185.164.163.255,24,255.255.255.0
185.164.208.0/22,185.164.208.0,185.164.211.255,22,255.255.252.0
185.169.68.0/22,185.169.68.0,185.169.71.255,22,255.255.252.0
185.170.144.0/24,185.170.144.0,185.170.144.255,24,255.255.255.0
185.170.224.0/22,185.170.224.0,185.170.227.255,22,255.255.252.0
185.172.24.0/22,185.172.24.0,185.172.27.255,22,255.255.252.0
185.174.160.0/22,185.174.160.0,185.174.163.255,22,255.255.252.0
185.180.196.0/22,185.180.196.0,185.180.199.255,22,255.255.252.0
185.191.16.0/22,185.191.16.0,185.191.19.255,22,255.255.252.0
185.193.60.0/22,185.193.60.0,185.193.63.255,22,255.255.252.0
185.195.20.0/22,185.195.20.0,185.195.23.255,22,255.255.252.0
185.200.68.0/22,185.200.68.0,185.200.71.255,22,255.255.252.0
185.209.96.0/22,185.209.96.0,185.209.99.255,22,255.255.252.0
185.209.160.0/22,185.209.160.0,185.209.163.255,22,255.255.252.0
185.213.44.0/24,185.213.44.0,185.213.44.255,24,255.255.255.0
185.215.184.0/22,185.215.184.0,185.215.187.255,22,255.255.252.0
185.216.44.0/22,185.216.44.0,185.216.47.255,22,255.255.252.0
185.219.88.0/24,185.219.88.0,185.219.88.255,24,255.255.255.0
185.220.132.0/22,185.220.132.0,185.220.135.255,22,255.255.252.0
185.222.43.0/24,185.222.43.0,185.222.43.255,24,255.255.255.0
185.223.92.0/22,185.223.92.0,185.223.95.255,22,255.255.252.0
185.228.250.0/24,185.228.250.0,185.228.250.255,24,255.255.255.0
185.231.108.0/22,185.231.108.0,185.231.111.255,22,255.255.252.0
185.235.143.0/24,185.235.143.0,185.235.143.255,24,255.255.255.0
185.235.160.0/22,185.235.160.0,185.235.163.255,22,255.255.252.0
185.236.32.0/22,185.236.32.0,185.236.35.255,22,255.255.252.0
185.237.104.0/22,185.237.104.0,185.237.107.255,22,255.255.252.0
185.241.58.0/24,185.241.58.0,185.241.58.255,24,255.255.255.0
185.242.184.0/24,185.242.184.0,185.242.184.255,24,255.255.255.0
185.244.100.0/22,185.244.100.0,185.244.103.255,22,255.255.252.0
185.246.184.0/22,185.246.184.0,185.246.187.255,22,255.255.252.0
185.249.222.0/23,185.249.222.0,185.249.223.255,23,255.255.254.0
185.250.152.0/22,185.250.152.0,185.250.155.255,22,255.255.252.0
185.253.111.0/24,185.253.111.0,185.253.111.255,24,255.255.255.0
185.254.34.0/24,185.254.34.0,185.254.34.255,24,255.255.255.0
185.254.122.0/24,185.254.122.0,185.254.122.255,24,255.255.255.0
188.0.48.0/20,188.0.48.0,188.0.63.255,20,255.255.240.0
188.66.0.0/21,188.66.0.0,188.66.7.255,21,255.255.248.0
188.92.160.0/21,188.92.160.0,188.92.167.255,21,255.255.248.0
188.95.208.0/21,188.95.208.0,188.95.215.255,21,255.255.248.0
