# CIDR,network(start) address,end address,prefix,subnet mask
94.46.142.0/24,94.46.142.0,94.46.142.255,24,255.255.255.0
94.46.160.0/20,94.46.160.0,94.46.175.255,20,255.255.240.0
94.46.176.0/21,94.46.176.0,94.46.183.255,21,255.255.248.0
94.46.251.0/24,94.46.251.0,94.46.251.255,24,255.255.255.0
94.60.0.0/14,94.60.0.0,94.63.255.255,14,255.252.0.0
94.126.144.0/21,94.126.144.0,94.126.151.255,21,255.255.248.0
94.126.168.0/21,94.126.168.0,94.126.175.255,21,255.255.248.0
94.132.0.0/15,94.132.0.0,94.133.255.255,15,255.254.0.0
94.231.208.0/22,94.231.208.0,94.231.211.255,22,255.255.252.0
95.69.0.0/17,95.69.0.0,95.69.127.255,17,255.255.128.0
95.92.0.0/14,95.92.0.0,95.95.255.255,14,255.252.0.0
95.136.0.0/17,95.136.0.0,95.136.127.255,17,255.255.128.0
95.172.160.0/19,95.172.160.0,95.172.191.255,19,255.255.224.0
103.156.50.0/23,103.156.50.0,103.156.51.255,23,255.255.254.0
104.244.8.0/22,104.244.8.0,104.244.11.255,22,255.255.252.0
109.48.0.0/14,109.48.0.0,109.51.255.255,14,255.252.0.0
109.71.40.0/21,109.71.40.0,109.71.47.255,21,255.255.248.0
109.105.208.0/21,109.105.208.0,109.105.215.255,21,255.255.248.0
128.65.224.0/19,128.65.224.0,128.65.255.255,19,255.255.224.0
130.185.80.0/21,130.185.80.0,130.185.87.255,21,255.255.248.0
139.83.0.0/16,139.83.0.0,139.83.255.255,16,255.255.0.0
144.64.0.0/16,144.64.0.0,144.64.255.255,16,255.255.0.0
146.19.95.0/24,146.19.95.0,146.19.95.255,24,255.255.255.0
146.19.249.0/24,146.19.249.0,146.19.249.255,24,255.255.255.0
146.193.0.0/16,146.193.0.0,146.193.255.255,16,255.255.0.0
147.78.200.0/22,147.78.200.0,147.78.203.255,22,255.255.252.0
148.63.0.0/16,148.63.0.0,148.63.255.255,16,255.255.0.0
148.69.0.0/16,148.69.0.0,148.69.255.255,16,255.255.0.0
148.71.0.0/16,148.71.0.0,148.71.255.255,16,255.255.0.0
149.90.0.0/16,149.90.0.0,149.90.255.255,16,255.255.0.0
158.162.0.0/16,158.162.0.0,158.162.255.255,16,255.255.0.0
159.255.48.0/20,159.255.48.0,159.255.63.255,20,255.255.240.0
161.230.0.0/16,161.230.0.0,161.230.255.255,16,255.255.0.0
168.182.128.0/17,168.182.128.0,168.182.255.255,17,255.255.128.0
176.61.144.0/21,176.61.144.0,176.61.151.255,21,255.255.248.0
176.78.0.0/15,176.78.0.0,176.79.255.255,15,255.254.0.0
176.111.104.0/21,176.111.104.0,176.111.111.255,21,255.255.248.0
176.119.193.0/24,176.119.193.0,176.119.193.255,24,255.255.255.0
176.124.252.0/24,176.124.252.0,176.124.252.255,24,255.255.255.0
176.221.32.0/21,176.221.32.0,176.221.39.255,21,255.255.248.0
178.166.0.0/17,178.166.0.0,178.166.127.255,17,255.255.128.0
185.0.25.0/24,185.0.25.0,185.0.25.255,24,255.255.255.0
185.1.116.0/24,185.1.116.0,185.1.116.255,24,255.255.255.0
185.2.84.0/22,185.2.84.0,185.2.87.255,22,255.255.252.0
185.11.164.0/22,185.11.164.0,185.11.167.255,22,255.255.252.0
185.12.116.0/22,185.12.116.0,185.12.119.255,22,255.255.252.0
185.15.20.0/22,185.15.20.0,185.15.23.255,22,255.255.252.0
185.17.228.0/22,185.17.228.0,185.17.231.255,22,255.255.252.0
185.23.5.0/24,185.23.5.0,185.23.5.255,24,255.255.255.0
185.31.156.0/22,185.31.156.0,185.31.159.255,22,255.255.252.0
185.32.36.0/22,185.32.36.0,185.32.39.255,22,255.255.252.0
185.32.188.0/22,185.32.188.0,185.32.191.255,22,255.255.252.0
185.37.208.0/22,185.37.208.0,185.37.211.255,22,255.255.252.0
185.38.140.0/22,185.38.140.0,185.38.143.255,22,255.255.252.0
185.39.208.0/22,185.39.208.0,185.39.211.255,22,255.255.252.0
185.41.116.0/22,185.41.116.0,185.41.119.255,22,255.255.252.0
