# CIDR,network(start) address,end address,prefix,subnet mask
185.144.99.0/24,185.144.99.0,185.144.99.255,24,255.255.255.0
185.144.208.0/22,185.144.208.0,185.144.211.255,22,255.255.252.0
185.144.232.0/22,185.144.232.0,185.144.235.255,22,255.255.252.0
185.145.40.0/22,185.145.40.0,185.145.43.255,22,255.255.252.0
185.145.64.0/21,185.145.64.0,185.145.71.255,21,255.255.248.0
185.145.112.0/24,185.145.112.0,185.145.112.255,24,255.255.255.0
185.145.115.0/24,185.145.115.0,185.145.115.255,24,255.255.255.0
185.145.176.0/22,185.145.176.0,185.145.179.255,22,255.255.252.0
185.145.224.0/21,185.145.224.0,185.145.231.255,21,255.255.248.0
185.146.56.0/22,185.146.56.0,185.146.59.255,22,255.255.252.0
185.146.65.0/24,185.146.65.0,185.146.65.255,24,255.255.255.0
185.146.67.0/24,185.146.67.0,185.146.67.255,24,255.255.255.0
185.147.16.0/22,185.147.16.0,185.147.19.255,22,255.255.252.0
185.147.24.0/22,185.147.24.0,185.147.27.255,22,255.255.252.0
185.147.92.0/22,185.147.92.0,185.147.95.255,22,255.255.252.0
185.148.52.0/22,185.148.52.0,185.148.55.255,22,255.255.252.0
185.149.72.0/22,185.149.72.0,185.149.75.255,22,255.255.252.0
185.149.80.0/22,185.149.80.0,185.149.83.255,22,255.255.252.0
185.150.36.0/22,185.150.36.0,185.150.39.255,22,255.255.252.0
185.150.76.0/22,185.150.76.0,185.150.79.255,22,255.255.252.0
185.150.80.0/22,185.150.80.0,185.150.83.255,22,255.255.252.0
185.150.100.0/22,185.150.100.0,185.150.103.255,22,255.255.252.0
185.150.204.0/22,185.150.204.0,185.150.207.255,22,255.255.252.0
185.151.36.0/22,185.151.36.0,185.151.39.255,22,255.255.252.0
185.151.108.0/22,185.151.108.0,185.151.111.255,22,255.255.252.0
185.151.176.0/22,185.151.176.0,185.151.179.255,22,255.255.252.0
185.151.208.0/22,185.151.208.0,185.151.211.255,22,255.255.252.0
185.151.216.0/22,185.151.216.0,185.151.219.255,22,255.255.252.0
185.152.12.0/22,185.152.12.0,185.152.15.255,22,255.255.252.0
185.152.60.0/22,185.152.60.0,185.152.63.255,22,255.255.252.0
185.152.108.0/22,185.152.108.0,185.152.111.255,22,255.255.252.0
185.152.164.0/22,185.152.164.0,185.152.167.255,22,255.255.252.0
185.152.172.0/22,185.152.172.0,185.152.175.255,22,255.255.252.0
185.152.188.0/22,185.152.188.0,185.152.191.255,22,255.255.252.0
185.153.16.0/22,185.153.16.0,185.153.19.255,22,255.255.252.0
185.153.116.0/22,185.153.116.0,185.153.119.255,22,255.255.252.0
185.153.136.0/22,185.153.136.0,185.153.139.255,22,255.255.252.0
185.153.164.0/22,185.153.164.0,185.153.167.255,22,255.255.252.0
185.153.168.0/22,185.153.168.0,185.153.171.255,22,255.255.252.0
185.153.224.0/22,185.153.224.0,185.153.227.255,22,255.255.252.0
185.154.0.0/22,185.154.0.0,185.154.3.255,22,255.255.252.0
185.154.8.0/22,185.154.8.0,185.154.11.255,22,255.255.252.0
185.154.24.0/22,185.154.24.0,185.154.27.255,22,255.255.252.0
185.154.56.0/22,185.154.56.0,185.154.59.255,22,255.255.252.0
185.154.160.0/22,185.154.160.0,185.154.163.255,22,255.255.252.0
185.154.196.0/22,185.154.196.0,185.154.199.255,22,255.255.252.0
185.154.204.0/22,185.154.204.0,185.154.207.255,22,255.255.252.0
185.154.208.0/22,185.154.208.0,185.154.211.255,22,255.255.252.0
185.154.252.0/22,185.154.252.0,185.154.255.255,22,255.255.252.0
185.155.4.0/22,185.155.4.0,185.155.7.255,22,255.255.252.0
185.155.20.0/22,185.155.20.0,185.155.23.255,22,255.255.252.0
185.155.60.0/22,185.155.60.0,185.155.63.255,22,255.255.252.0
185.155.64.0/21,185.155.64.0,185.155.71.255,21,255.255.248.0
185.155.204.0/22,185.155.204.0,185.155.207.255,22,255.255.252.0
185.156.88.0/21,185.156.88.0,185.156.95.255,21,255.255.248.0
185.156.100.0/22,185.156.100.0,185.156.103.255,22,255.255.252.0
185.156.216.0/22,185.156.216.0,185.156.219.255,22,255.255.252.0
185.156.248.0/22,185.156.248.0,185.156.251.255,22,255.255.252.0
185.157.4.0/22,185.157.4.0,185.157.7.255,22,255.255.252.0
185.157.92.0/22,185.157.92.0,185.157.95.255,22,255.255.252.0
185.157.128.0/22,185.157.128.0,185.157.131.255,22,255.255.252.0
185.157.152.0/22,185.157.152.0,185.157.155.255,22,255.255.252.0
185.157.184.0/22,185.157.184.0,185.157.187.255,22,255.255.252.0
185.157.212.0/22,185.157.212.0,185.157.215.255,22,255.255.252.0
